Usuário;Computador;Ordem;Cod. Projeto;Cod. Lote;Cod. Pasta;Projeto;Lote;Pasta;Fase;Fase Destino;Imgs. Antes;Imgs. Depois;Docs. Antes;Docs. Depois;Início;Término;Tempo Gasto;Local;
Rillary;SCANNER-1;54463;3;2;334;2024;06;CARLOS SILVA DE SOUZA ALVES;Digitalização (Scanner);;0;716;0;0;9/19/2024 10:25:47;9/19/2024 10:26:54;00:01:07;Local Padrão;
Rillary;SCANNER-1;54464;3;2;334;2024;06;CARLOS SILVA DE SOUZA ALVES;Digitalização (Scanner);;0;716;0;0;9/19/2024 10:26:58;9/19/2024 10:40:28;00:13:30;Local Padrão;
Rillary;SCANNER-1;54473;45;2;77;2024;09;AG_DOSSIE_0203;Digitalização (Scanner);;602;1854;0;0;9/19/2024 10:53:07;9/19/2024 10:53:10;00:00:03;Local Padrão;
Rillary;SCANNER-1;54474;45;2;77;2024;09;AG_DOSSIE_0203;Digitalização (Scanner);;602;1854;0;0;9/19/2024 10:56:33;9/19/2024 10:57:44;00:01:11;Local Padrão;
Rillary;SCANNER-1;54475;3;2;335;2024;06;CONTI_CARLOS;Digitalização (Scanner);;0;1;0;0;9/19/2024 10:58:04;9/19/2024 10:58:40;00:00:36;Local Padrão;
Rillary;SCANNER-1;54591;45;2;77;2024;09;AG_DOSSIE_0203;Digitalização (Scanner);;602;1854;0;0;9/19/2024 10:58:54;9/19/2024 15:01:53;04:02:59;Local Padrão;
Rillary;SCANNER-1;54751;45;2;84;2024;09;AG_DOSSIE_0122;Digitalização (Scanner);Digitalização (Scanner);0;0;0;0;9/19/2024 15:02:10;9/19/2024 16:33:56;01:31:46;Local Padrão;
Total; ; ; ; ; ; ; ; ; ; ; ;18006; ;0; ; ;09:01:48; ;
priscylla;DIGITACAO-4;54420;45;2;66;2024;09;AG_DOSSIE_0195;Digitalização (Scanner);;0;1794;0;0;9/19/2024 07:06:47;9/19/2024 07:35:01;00:28:14;Local Padrão;
priscylla;DIGITACAO-4;54425;45;2;71;2024;09;AG_DOSSIE_0306;Digitalização (Scanner);;0;1331;0;0;9/19/2024 07:37:21;9/19/2024 08:15:53;00:38:32;Local Padrão;
priscylla;DIGITACAO-4;54447;45;2;73;2024;09;AG_DOSSIE_0067;Digitalização (Scanner);;0;1993;0;0;9/19/2024 08:16:34;9/19/2024 09:58:34;01:42:00;Local Padrão;
priscylla;DIGITACAO-4;54536;45;2;78;2024;09;AG_DOSSIE_0155;Digitalização (Scanner);;0;1894;0;0;9/19/2024 12:46:25;9/19/2024 13:31:57;00:45:32;Local Padrão;
priscylla;DIGITACAO-4;54540;45;2;81;2024;09;AG_DOSSIE_0156;Digitalização (Scanner);;0;1902;0;0;9/19/2024 13:32:35;9/19/2024 13:33:28;00:00:53;Local Padrão;
priscylla;DIGITACAO-4;54583;45;2;81;2024;09;AG_DOSSIE_0156;Digitalização (Scanner);;0;1902;0;0;9/19/2024 13:35:08;9/19/2024 14:49:12;01:14:04;Local Padrão;
priscylla;DIGITACAO-4;54584;45;2;83;2024;09;AG_DOSSIE_0141;Digitalização (Scanner);;0;1948;0;0;9/19/2024 14:50:46;9/19/2024 14:50:48;00:00:02;Local Padrão;
priscylla;DIGITACAO-4;54585;45;2;83;2024;09;AG_DOSSIE_0141;Digitalização (Scanner);Digitalização (Scanner);0;0;0;0;9/19/2024 14:51:15;9/19/2024 14:51:15;00:00:00;Local Padrão;
priscylla;DIGITACAO-4;54586;45;2;83;2024;09;AG_DOSSIE_0141;Digitalização (Scanner);;0;1948;0;0;9/19/2024 14:51:21;9/19/2024 14:51:24;00:00:03;Local Padrão;
priscylla;DIGITACAO-4;54603;45;2;83;2024;09;AG_DOSSIE_0141;Digitalização (Scanner);;0;1948;0;0;9/19/2024 14:51:30;9/19/2024 15:20:24;00:28:54;Local Padrão;
priscylla;DIGITACAO-4;54750;45;2;83;2024;09;AG_DOSSIE_0141;Digitalização (Scanner);;0;1948;0;0;9/19/2024 15:20:55;9/19/2024 16:31:51;01:10:56;Local Padrão;
Total; ; ; ; ; ; ; ; ; ; ; ;18608; ;0; ; ;06:29:10; ;
usu_robo_1;OCR;54476;3;2;334;2024;06;CARLOS SILVA DE SOUZA ALVES;Ocr PDF;Indexação automática;712;712;0;0;9/19/2024 10:48:29;9/19/2024 10:59:47;00:11:18;Local Padrão;
usu_robo_1;OCR;54478;3;2;335;2024;06;CONTI_CARLOS;Ocr PDF;Indexação automática;1;1;0;0;9/19/2024 11:01:46;9/19/2024 11:01:50;00:00:04;Local Padrão;
usu_robo_1;OCR;54495;47;1;21;2024;09;DOSSIE_AMMA_0028;OCR2;Exportação;1627;1627;0;0;9/19/2024 11:02:52;9/19/2024 11:16:27;00:13:35;Local Padrão;
usu_robo_1;DIGITACAO-3;54618;47;1;11;2024;09;DOSSIE_AMMA_0036;Validação;Suspenso Validação;47;47;47;3;9/19/2024 15:46:14;9/19/2024 15:46:15;00:00:01;Local Padrão;
usu_robo_1;DIGITACAO-3;54619;31;2;411;2024;07;JM_ADMI_0415;Validação 2;OCR2;719;719;48;48;9/19/2024 15:46:16;9/19/2024 15:46:21;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54620;31;2;414;2024;07;JM_ADMI_0365;Validação 2;OCR2;675;675;45;45;9/19/2024 15:46:22;9/19/2024 15:46:26;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54621;31;2;421;2024;07;JM_ADMI_0424;Validação 2;OCR2;832;832;24;24;9/19/2024 15:46:27;9/19/2024 15:46:31;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54622;31;2;424;2024;07;JM_ADMI_0419;Validação 2;OCR2;1058;1058;36;36;9/19/2024 15:46:32;9/19/2024 15:46:37;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54623;31;2;614;2024;07;JM_ADMI_0607;Validação 2;OCR2;1197;1197;34;34;9/19/2024 15:46:38;9/19/2024 15:46:42;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54624;31;2;428;2024;07;JM_ADMI_0420;Validação 2;OCR2;828;828;55;55;9/19/2024 15:46:44;9/19/2024 15:46:49;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54625;31;2;455;2024;07;JM_ADMI_0451;Validação 2;OCR2;1151;1151;34;34;9/19/2024 15:46:50;9/19/2024 15:46:54;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54626;31;2;429;2024;07;JM_ADMI_0404;Validação 2;OCR2;1188;1188;39;39;9/19/2024 15:46:56;9/19/2024 15:47:01;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54627;31;2;430;2024;07;JM_ADMI_0342;Validação 2;OCR2;1080;1080;48;48;9/19/2024 15:47:02;9/19/2024 15:47:07;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54628;31;2;413;2024;07;JM_ADMI_0410;Validação 2;OCR2;820;820;55;55;9/19/2024 15:47:18;9/19/2024 15:47:23;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54629;31;2;325;2024;07;JM_ADMI_0356;Validação 2;OCR2;1253;1253;53;53;9/19/2024 15:47:25;9/19/2024 15:47:31;00:00:06;Local Padrão;
usu_robo_1;DIGITACAO-3;54630;31;2;332;2024;07;JM_ADMI_0330;Validação 2;Verificação 2;801;801;49;49;9/19/2024 15:47:33;9/19/2024 15:47:40;00:00:07;Local Padrão;
usu_robo_1;DIGITACAO-3;54631;31;2;432;2024;07;JM_ADMI_0401;Validação 2;OCR2;1033;1033;41;41;9/19/2024 15:47:46;9/19/2024 15:47:51;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54632;31;2;446;2024;07;JM_ADMI_0450;Validação 2;OCR2;1207;1207;39;39;9/19/2024 15:47:52;9/19/2024 15:47:57;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54633;31;2;481;2024;07;JM_ADMI_0467;Validação 2;OCR2;1313;1313;46;46;9/19/2024 15:47:58;9/19/2024 15:48:03;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54634;31;2;425;2024;07;JM_ADMI_0414;Validação 2;OCR2;1163;1163;79;79;9/19/2024 15:48:04;9/19/2024 15:48:11;00:00:07;Local Padrão;
usu_robo_1;DIGITACAO-3;54635;31;2;214;2024;07;JM_ADMI_0215;Validação 2;Verificação 2;1397;1397;0;0;9/19/2024 15:48:12;9/19/2024 15:48:16;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54636;31;2;213;2024;07;JM_ADMI_0228;Validação 2;Verificação 2;1419;1419;0;0;9/19/2024 15:48:25;9/19/2024 15:48:28;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54638;31;2;177;2024;07;JM_ADMI_0224;Validação 2;Verificação 2;1155;1155;0;0;9/19/2024 15:48:36;9/19/2024 15:48:39;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54641;47;1;11;2024;09;DOSSIE_AMMA_0036;Validação;Verificação;47;47;3;2;9/19/2024 15:50:28;9/19/2024 15:50:29;00:00:01;Local Padrão;
usu_robo_1;DIGITACAO-3;54642;31;2;189;2024;07;JM_ADMI_0176;Validação 2;Verificação 2;1178;1178;0;0;9/19/2024 15:50:30;9/19/2024 15:50:33;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54644;31;2;654;2024;07;JM_ADMI_0647;Validação 2;OCR2;1171;1171;31;31;9/19/2024 15:50:40;9/19/2024 15:50:44;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54645;31;2;436;2024;07;JM_ADMI_0343;Validação 2;OCR2;1065;1065;66;66;9/19/2024 15:50:45;9/19/2024 15:50:51;00:00:06;Local Padrão;
usu_robo_1;DIGITACAO-3;54646;31;2;447;2024;07;JM_ADMI_0440;Validação 2;OCR2;1210;1210;38;38;9/19/2024 15:50:52;9/19/2024 15:50:57;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54647;31;2;434;2024;07;JM_ADMI_0360;Validação 2;OCR2;691;691;45;45;9/19/2024 15:50:58;9/19/2024 15:51:02;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54649;31;2;437;2024;07;JM_ADMI_0445;Validação 2;OCR2;1066;1066;36;36;9/19/2024 15:51:03;9/19/2024 15:51:07;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54650;31;2;597;2024;07;JM_ADMI_0592;Validação 2;OCR2;1136;1136;31;31;9/19/2024 15:51:09;9/19/2024 15:51:13;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54651;31;2;438;2024;07;JM_ADMI_0444;Validação 2;OCR2;908;908;28;28;9/19/2024 15:51:14;9/19/2024 15:51:17;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54652;31;2;443;2024;07;JM_ADMI_0439;Validação 2;Verificação 2;1069;1069;0;0;9/19/2024 15:51:19;9/19/2024 15:51:21;00:00:02;Local Padrão;
usu_robo_1;DIGITACAO-3;54653;31;2;470;2024;07;JM_ADMI_0480;Validação 2;OCR2;1115;1115;35;35;9/19/2024 15:51:33;9/19/2024 15:51:38;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54654;31;2;524;2024;07;JM_ADMI_0527;Validação 2;OCR2;763;763;23;23;9/19/2024 15:51:39;9/19/2024 15:51:42;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54655;31;2;598;2024;07;JM_ADMI_0586;Validação 2;OCR2;1183;1183;34;34;9/19/2024 15:51:44;9/19/2024 15:51:48;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54656;31;2;444;2024;07;JM_ADMI_0441;Validação 2;OCR2;1130;1130;30;30;9/19/2024 15:51:49;9/19/2024 15:51:53;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54658;31;2;453;2024;07;JM_ADMI_0446;Validação 2;Verificação 2;1097;1097;0;0;9/19/2024 15:51:54;9/19/2024 15:51:57;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54659;31;2;454;2024;07;JM_ADMI_0457;Validação 2;Verificação 2;1135;1135;0;0;9/19/2024 15:52:03;9/19/2024 15:52:06;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54660;31;2;449;2024;07;JM_ADMI_0437;Validação 2;OCR2;1179;1179;35;35;9/19/2024 15:52:12;9/19/2024 15:52:16;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54661;31;2;450;2024;07;JM_ADMI_0452;Validação 2;OCR2;1123;1123;40;40;9/19/2024 15:52:17;9/19/2024 15:52:21;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54662;31;2;452;2024;07;JM_ADMI_0454;Validação 2;OCR2;1137;1137;37;37;9/19/2024 15:52:23;9/19/2024 15:52:27;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54663;31;2;469;2024;07;JM_ADMI_0456;Validação 2;Verificação 2;1328;1328;0;0;9/19/2024 15:52:29;9/19/2024 15:52:32;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54665;31;2;457;2024;07;JM_ADMI_0471;Validação 2;OCR2;1191;1191;36;36;9/19/2024 15:53:43;9/19/2024 15:53:48;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54666;31;2;460;2024;07;JM_ADMI_0344;Validação 2;Verificação 2;1202;1202;42;42;9/19/2024 15:53:49;9/19/2024 15:54:01;00:00:12;Local Padrão;
usu_robo_1;DIGITACAO-3;54667;31;2;464;2024;07;JM_ADMI_0459;Validação 2;Verificação 2;1247;1247;0;0;9/19/2024 15:54:03;9/19/2024 15:54:06;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54668;31;2;462;2024;07;JM_ADMI_0462;Validação 2;OCR2;1209;1209;37;37;9/19/2024 15:54:13;9/19/2024 15:54:18;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54669;31;2;458;2024;07;JM_ADMI_0464;Validação 2;OCR2;1201;1201;41;41;9/19/2024 15:54:20;9/19/2024 15:54:25;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54670;31;2;468;2024;07;JM_ADMI_0469;Validação 2;OCR2;1235;1235;41;41;9/19/2024 15:54:26;9/19/2024 15:54:31;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54671;31;2;459;2024;07;JM_ADMI_0461;Validação 2;OCR2;1133;1133;34;34;9/19/2024 15:54:32;9/19/2024 15:54:36;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54672;31;2;492;2024;07;JM_ADMI_0485;Validação 2;OCR2;1117;1117;40;40;9/19/2024 15:54:38;9/19/2024 15:54:42;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54673;31;2;476;2024;07;JM_ADMI_0481;Validação 2;OCR2;1023;1023;34;34;9/19/2024 15:54:44;9/19/2024 15:54:48;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54674;31;2;474;2024;07;JM_ADMI_0475;Validação 2;OCR2;1053;1053;31;31;9/19/2024 15:54:49;9/19/2024 15:54:53;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54677;31;2;478;2024;07;JM_ADMI_0477;Validação 2;OCR2;1003;1003;30;30;9/19/2024 15:55:54;9/19/2024 15:55:58;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54678;31;2;497;2024;07;JM_ADMI_0490;Validação 2;OCR2;1087;1087;28;28;9/19/2024 15:55:59;9/19/2024 15:56:03;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54679;31;2;604;2024;07;JM_ADMI_0603;Validação 2;OCR2;1190;1190;35;35;9/19/2024 15:56:04;9/19/2024 15:56:08;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54681;31;2;486;2024;07;JM_ADMI_0483;Validação 2;Verificação 2;1112;1112;36;36;9/19/2024 15:56:10;9/19/2024 15:56:21;00:00:11;Local Padrão;
usu_robo_1;DIGITACAO-3;54682;31;2;488;2024;07;JM_ADMI_0458;Validação 2;Verificação 2;1009;1009;30;30;9/19/2024 15:56:23;9/19/2024 15:56:32;00:00:09;Local Padrão;
usu_robo_1;DIGITACAO-3;54683;31;2;480;2024;07;JM_ADMI_0491;Validação 2;OCR2;1085;1085;33;33;9/19/2024 15:56:34;9/19/2024 15:56:38;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54684;31;2;477;2024;07;JM_ADMI_0478;Validação 2;OCR2;1252;1252;41;41;9/19/2024 15:56:39;9/19/2024 15:56:44;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54685;31;2;484;2024;07;JM_ADMI_0466;Validação 2;OCR2;1230;1230;42;42;9/19/2024 15:56:45;9/19/2024 15:56:50;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54686;31;2;595;2024;07;JM_ADMI_0590;Validação 2;OCR2;1165;1165;31;31;9/19/2024 15:56:51;9/19/2024 15:56:55;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54687;31;2;489;2024;07;JM_ADMI_0486;Validação 2;OCR2;1281;1281;42;42;9/19/2024 15:56:56;9/19/2024 15:57:01;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54691;31;2;483;2024;07;JM_ADMI_0484;Validação 2;OCR2;1130;1130;40;40;9/19/2024 15:58:04;9/19/2024 15:58:08;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54692;31;2;490;2024;07;JM_ADMI_0492;Validação 2;Verificação 2;1254;1254;41;41;9/19/2024 15:58:11;9/19/2024 15:58:21;00:00:10;Local Padrão;
usu_robo_1;DIGITACAO-3;54694;31;2;494;2024;07;JM_ADMI_0488;Validação 2;OCR2;1003;1003;50;50;9/19/2024 15:58:22;9/19/2024 15:58:27;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54696;31;2;564;2024;07;JM_ADMI_0561;Validação 2;OCR2;1160;1160;31;31;9/19/2024 15:58:28;9/19/2024 15:58:32;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54697;31;2;493;2024;07;JM_ADMI_0489;Validação 2;OCR2;1294;1294;41;41;9/19/2024 15:58:33;9/19/2024 15:58:38;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54699;31;2;498;2024;07;JM_ADMI_0487;Validação 2;OCR2;921;921;28;28;9/19/2024 15:58:40;9/19/2024 15:58:44;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54700;31;2;537;2024;07;JM_ADMI_0546;Validação 2;OCR2;1116;1116;33;33;9/19/2024 15:58:46;9/19/2024 15:58:50;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54702;47;1;11;2024;09;DOSSIE_AMMA_0036;Validação;Verificação;47;47;47;8;9/19/2024 16:00:14;9/19/2024 16:00:15;00:00:01;Local Padrão;
usu_robo_1;DIGITACAO-3;54705;31;2;496;2024;07;JM_ADMI_0493;Validação 2;OCR2;1175;1175;53;53;9/19/2024 16:06:02;9/19/2024 16:06:09;00:00:07;Local Padrão;
usu_robo_1;DIGITACAO-3;54707;31;2;177;2024;07;JM_ADMI_0224;Validação 2;Verificação 2;1155;1155;0;0;9/19/2024 16:06:57;9/19/2024 16:07:00;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54713;31;2;609;2024;07;JM_ADMI_0578;Validação 2;OCR2;913;913;21;21;9/19/2024 16:07:49;9/19/2024 16:07:54;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54719;31;2;177;2024;07;JM_ADMI_0224;Validação 2;Verificação 2;1155;1155;0;0;9/19/2024 16:08:41;9/19/2024 16:08:44;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54720;31;2;189;2024;07;JM_ADMI_0176;Validação 2;Verificação 2;1178;1178;0;0;9/19/2024 16:08:50;9/19/2024 16:08:53;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54721;31;2;213;2024;07;JM_ADMI_0228;Validação 2;Verificação 2;1419;1419;0;0;9/19/2024 16:09:00;9/19/2024 16:09:03;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54722;31;2;214;2024;07;JM_ADMI_0215;Validação 2;Verificação 2;1397;1397;0;0;9/19/2024 16:09:10;9/19/2024 16:09:13;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54723;31;2;443;2024;07;JM_ADMI_0439;Validação 2;Verificação 2;1069;1069;0;0;9/19/2024 16:09:22;9/19/2024 16:09:25;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54724;31;2;453;2024;07;JM_ADMI_0446;Validação 2;Verificação 2;1097;1097;0;0;9/19/2024 16:09:31;9/19/2024 16:09:35;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54725;31;2;454;2024;07;JM_ADMI_0457;Validação 2;Verificação 2;1135;1135;0;0;9/19/2024 16:09:41;9/19/2024 16:09:44;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54726;31;2;464;2024;07;JM_ADMI_0459;Validação 2;Verificação 2;1247;1247;0;0;9/19/2024 16:09:50;9/19/2024 16:09:53;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54727;31;2;469;2024;07;JM_ADMI_0456;Validação 2;Verificação 2;1328;1328;0;0;9/19/2024 16:10:05;9/19/2024 16:10:08;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54731;31;2;332;2024;07;JM_ADMI_0330;Validação 2;Verificação 2;801;801;49;49;9/19/2024 16:11:01;9/19/2024 16:11:09;00:00:08;Local Padrão;
usu_robo_1;DIGITACAO-3;54737;31;2;599;2024;07;JM_ADMI_0591;Validação 2;OCR2;1123;1123;31;31;9/19/2024 16:19:34;9/19/2024 16:19:39;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54740;31;2;499;2024;07;JM_ADMI_0501;Validação 2;OCR2;913;913;26;26;9/19/2024 16:20:31;9/19/2024 16:20:34;00:00:03;Local Padrão;
usu_robo_1;DIGITACAO-3;54742;31;2;629;2024;07;JM_ADMI_0622;Validação 2;OCR2;873;873;23;23;9/19/2024 16:20:45;9/19/2024 16:20:49;00:00:04;Local Padrão;
usu_robo_1;DIGITACAO-3;54747;31;2;509;2024;07;JM_ADMI_0518;Validação 2;OCR2;1146;1146;31;31;9/19/2024 16:24:48;9/19/2024 16:24:53;00:00:05;Local Padrão;
usu_robo_1;DIGITACAO-3;54757;3;2;335;2024;06;CONTI_CARLOS;Validação;Verificação;1;1;1;1;9/19/2024 18:13:09;9/19/2024 18:13:10;00:00:01;Local Padrão;
Total; ; ; ; ; ; ; ; ; ; ; ;93482; ;2430; ; ;00:31:14; ;
usu_robo_2;SUPER-TI;54506;31;2;358;2024;07;JM_ADMI_0306;Exportação;Suspenso Exportação;1156;1156;38;38;9/19/2024 11:28:02;9/19/2024 11:29:27;00:01:25;Local Padrão;
Total; ; ; ; ; ; ; ; ; ; ; ;1156; ;38; ; ;00:01:25; ;
usu_robo_6;DIGITACAO-4;54756;3;2;335;2024;06;CONTI_CARLOS;Indexação automática;Validação;1;1;0;1;9/19/2024 18:13:19;9/19/2024 18:13:25;00:00:06;Local Padrão;
Total; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;00:00:06; ;
